epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
82,8399.12,0.4399,0.82032,0.73545,0.97363,0,0.96045,0.96938,0.98177,0.87723,0.95941,0.96833,0.98167,0.82024,0.42575,0.77261,0.67315,0.88948,0,0.000119494,0.000119494,0.000119494
83,8498.46,0.43509,0.8671,0.73453,0.96272,0,0.96344,0.97059,0.98204,0.87688,0.9624,0.96954,0.98192,0.82327,0.42929,0.77062,0.66285,0.88862,0,0.000108822,0.000108822,0.000108822
84,8597.78,0.44233,0.84028,0.72777,0.97709,0,0.96273,0.97059,0.98192,0.87979,0.96064,0.96849,0.98173,0.82339,0.42178,0.76469,0.6482,0.88257,0,9.86659e-05,9.86659e-05,9.86659e-05
85,8698.04,0.43805,0.84677,0.74392,0.97811,0,0.96012,0.97269,0.98189,0.87897,0.95908,0.97164,0.9818,0.82299,0.42401,0.77187,0.65136,0.88531,0,8.90352e-05,8.90352e-05,8.90352e-05
86,8798.32,0.42408,0.83592,0.72211,0.96431,0,0.97852,0.95273,0.98196,0.8754,0.97744,0.95168,0.98185,0.82286,0.42376,0.76611,0.65422,0.88546,0,7.99397e-05,7.99397e-05,7.99397e-05
87,8897.07,0.43789,0.84655,0.72442,0.97981,0,0.96234,0.97269,0.98176,0.87771,0.96234,0.97269,0.98177,0.8227,0.41802,0.76536,0.65659,0.88223,0,7.13883e-05,7.13883e-05,7.13883e-05
88,8998.46,0.43439,0.82497,0.73514,0.97461,0,0.96446,0.96916,0.98201,0.87671,0.96237,0.96706,0.97245,0.82116,0.42779,0.75046,0.67062,0.88904,0,6.33893e-05,6.33893e-05,6.33893e-05
89,9097.76,0.42941,0.81798,0.71494,0.96785,0,0.95759,0.97243,0.98208,0.87949,0.95552,0.97033,0.97246,0.82193,0.42036,0.74592,0.65463,0.88416,0,5.59508e-05,5.59508e-05,5.59508e-05
90,9196.3,0.43526,0.83148,0.71506,0.97232,0,0.95256,0.97584,0.98212,0.87908,0.94815,0.97794,0.9821,0.823,0.41979,0.74303,0.65305,0.8827,0,4.908e-05,4.908e-05,4.908e-05
91,9288.34,0.37374,0.76294,0.62778,0.93452,0,0.9652,0.96147,0.98129,0.87866,0.96309,0.95937,0.97186,0.82182,0.41776,0.74934,0.65411,0.88213,0,4.27838e-05,4.27838e-05,4.27838e-05
92,9380.95,0.37733,0.74728,0.60301,0.93466,0,0.96686,0.96218,0.98169,0.88254,0.9658,0.96113,0.98155,0.8219,0.41433,0.76391,0.64225,0.87834,0,3.70683e-05,3.70683e-05,3.70683e-05
93,9472.86,0.36827,0.73705,0.59836,0.93688,0,0.96743,0.96113,0.98166,0.88217,0.96621,0.96008,0.97219,0.82153,0.41214,0.76087,0.63449,0.87595,0,3.19392e-05,3.19392e-05,3.19392e-05
94,9563.51,0.36068,0.73012,0.58445,0.93125,0,0.96521,0.96168,0.9818,0.88325,0.96415,0.96063,0.97226,0.82355,0.41111,0.75819,0.63575,0.87597,0,2.74015e-05,2.74015e-05,2.74015e-05
95,9654.79,0.36604,0.73514,0.59562,0.9305,0,0.97003,0.95903,0.98185,0.88364,0.9673,0.95693,0.97221,0.82373,0.41324,0.75833,0.63008,0.87683,0,2.34598e-05,2.34598e-05,2.34598e-05
96,9746.76,0.35345,0.7186,0.58699,0.92882,0,0.96728,0.96252,0.98178,0.88417,0.96516,0.96042,0.98155,0.82502,0.41195,0.75704,0.6285,0.876,0,2.01178e-05,2.01178e-05,2.01178e-05
97,9839.19,0.37109,0.74223,0.59044,0.93208,0,0.96527,0.96351,0.98182,0.88469,0.96317,0.96141,0.97213,0.82194,0.4107,0.75713,0.62918,0.87569,0,1.7379e-05,1.7379e-05,1.7379e-05
98,9929.94,0.36535,0.74541,0.58812,0.92806,0,0.96394,0.96534,0.98172,0.88361,0.96185,0.96324,0.97212,0.82068,0.41051,0.75653,0.63187,0.87587,0,1.5246e-05,1.5246e-05,1.5246e-05
99,10020.6,0.36739,0.73279,0.59008,0.92761,0,0.9663,0.96391,0.98185,0.88428,0.9642,0.96181,0.98162,0.82198,0.41053,0.75589,0.63004,0.87613,0,1.3721e-05,1.3721e-05,1.3721e-05
100,10113.1,0.36483,0.72925,0.58275,0.93014,0,0.96528,0.96369,0.98185,0.88394,0.96317,0.96159,0.97229,0.82087,0.41022,0.7581,0.62742,0.87587,0,1.28053e-05,1.28053e-05,1.28053e-05
