epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
86,962.668,1.64076,3.04609,1.39417,1.97387,0,0.87105,0.13822,0.20448,0.09343,0.35526,0.06798,0.01114,0.00192,2.08074,3.15991,1.54001,2.08089,0,0.000226497,0.000226497,0.000226497
87,973.843,1.57842,3.10218,1.49738,1.96601,0,0.47354,0.30027,0.21985,0.09598,0.01647,0.17419,0.01498,0.0025,2.08675,3.15084,1.54923,2.09608,0,0.000212349,0.000212349,0.000212349
88,984.996,1.56315,2.92653,1.28522,1.93552,0,0.50674,0.26246,0.22608,0.1001,0.02093,0.06834,0.01297,0.00243,2.09507,3.11312,1.54605,2.10351,0,0.000198202,0.000198202,0.000198202
89,996.31,1.54895,2.99608,1.31468,1.90581,0,0.87902,0.13268,0.22586,0.10058,0.02087,0.06751,0.01441,0.00253,2.09661,3.09942,1.52675,2.07794,0,0.000184055,0.000184055,0.000184055
90,1007.4,1.65821,3.03069,1.48089,1.98127,0,0.88975,0.13268,0.23636,0.11211,0.68927,0.05251,0.00687,0.00169,2.03919,3.1099,1.4933,2.00815,0,0.000169908,0.000169908,0.000169908
91,1018.51,1.54395,2.96887,1.31777,1.91599,0,0.88746,0.13596,0.27837,0.13259,0.35381,0.06939,0.02709,0.00372,2.01792,3.13333,1.48905,1.97946,0,0.000155761,0.000155761,0.000155761
92,1029.94,1.58888,3.02642,1.44074,1.97822,0,0.87577,0.13549,0.27301,0.13135,0.69701,0.04923,0.01358,0.00262,2.05329,3.19258,1.49959,2.00614,0,0.000141614,0.000141614,0.000141614
93,1041.28,1.52821,2.95902,1.28676,1.89463,0,0.51017,0.25197,0.31676,0.14206,0.69801,0.05532,0.01379,0.00272,2.08269,3.17508,1.5212,2.04229,0,0.000127467,0.000127467,0.000127467
94,1052.76,1.51957,2.96032,1.27576,1.90139,0,0.49948,0.25257,0.28193,0.12647,0.35769,0.07032,0.01402,0.0029,2.08412,3.14043,1.52318,2.04819,0,0.00011332,0.00011332,0.00011332
95,1064.05,1.56978,2.99092,1.29715,1.9341,0,0.87637,0.1369,0.23741,0.11088,0.35938,0.06892,0.02254,0.00424,2.04255,3.09519,1.5103,2.01612,0,9.91726e-05,9.91726e-05,9.91726e-05
96,1075.28,1.49303,2.96762,1.27505,1.87702,0,0.88006,0.1393,0.24878,0.11567,0.36026,0.0661,0.02279,0.00603,2.0186,3.09448,1.50284,1.99298,0,8.50255e-05,8.50255e-05,8.50255e-05
97,1086.62,1.51041,3.00736,1.30278,1.89726,0,0.87618,0.14278,0.2403,0.11292,0.36136,0.07267,0.02108,0.00527,1.96881,3.08521,1.47206,1.96035,0,7.08784e-05,7.08784e-05,7.08784e-05
98,1097.94,1.5245,2.96492,1.31766,1.89729,0,0.86956,0.14252,0.24316,0.11281,0.36012,0.07032,0.02374,0.00503,1.9519,3.08601,1.46372,1.94523,0,5.67313e-05,5.67313e-05,5.67313e-05
99,1109.54,1.53583,2.95708,1.28366,1.89212,0,0.86417,0.14299,0.23315,0.10828,0.36101,0.0722,0.0204,0.00431,1.9539,3.08997,1.46812,1.95073,0,4.25842e-05,4.25842e-05,4.25842e-05
100,1120.85,1.54901,2.97505,1.29743,1.90275,0,0.86957,0.14065,0.22381,0.10596,0.36108,0.07548,0.02094,0.00433,1.94814,3.07139,1.45779,1.93978,0,2.84371e-05,2.84371e-05,2.84371e-05
